,NameOfSubstance,hsdb_log_kow,Crippen_MolLogP,Crippen_MolMR,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,ExactMolWt,FractionCSP3,allKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,N_AliphCarbC,N_AliphHetC,N_AliphRing,N_AmideBonds,N_AromCarbC,N_AromHetC,N_AromRing,N_AtomStereoCenters,N_BridgeheadAtoms,N_HBA,N_HBD,N_Heteroatoms,N_Heterocycles,N_LipinskiHBA,N_LipinskiHBD,N_Rings,N_RotatableBonds,N_CarbC,N_SatHetC,N_SatRing,N_SpiroAt,N_UnsAtSterCent
66,NITROETHANE,0.18,0.2829999999999999,17.5354,2.9708169576142316,2.9708169576142316,1.3884829188734962,1.3884829188734962,0.648962255013992,0.648962255013992,0.2581988897471611,0.2581988897471611,0.0,0.0,75.0320284,1.0,-0.6000000000000001,4.400000000000001,1.6941176470588244,3.4000000000000026,29.757168864725955,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,1,0,0,0,0,0
67,NITROMETHANE,-0.35,-0.10710000000000008,12.9184,2.263710176427684,2.263710176427684,0.8123619671700687,0.8123619671700687,0.4396839709201038,0.4396839709201038,0.0,0.0,0.0,0.0,61.016378336,1.0,-0.6000000000000001,3.4,0.8166666666666667,0.6222222222222218,23.39222675032935,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0
68,N-NONANE,5.65,3.7569000000000026,43.667000000000016,6.949747468305834,6.949747468305834,4.414213562373095,4.414213562373095,2.7677669529663684,2.7677669529663684,1.7071067811865472,1.7071067811865472,1.0303300858899103,1.0303300858899103,128.15650064,1.0,0.0,9.0,8.0,8.0,59.658787943002416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
69,N-OCTANE,5.18,3.3668000000000022,39.05,6.242640687119286,6.242640687119286,3.914213562373095,3.914213562373095,2.4142135623730945,2.4142135623730945,1.4571067811865472,1.4571067811865472,0.8535533905932734,0.8535533905932734,114.14085057599999,1.0,0.0,8.0,7.0,6.0,53.293845828605804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
70,n-Pentane,3.39,2.1965000000000003,25.19899999999999,4.121320343559642,4.121320343559642,2.414213562373095,2.414213562373095,1.3535533905932735,1.3535533905932735,0.7071067811865474,0.7071067811865474,0.3535533905932737,0.3535533905932737,72.093900384,1.0,0.0,5.0,4.0,4.0,34.19901948541599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
71,"2,2-DIMETHYLPROPANE",3.11,2.0524,25.12899999999999,4.5,4.5,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,72.093900384,1.0,0.0,5.0,1.0,0.0,34.19901948541599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,N-PENTYL ALCOHOL,1.51,1.1689,26.61079999999999,4.275640720246148,4.275640720246148,2.5233345472033855,2.5233345472033855,1.4307135789365262,1.4307135789365262,0.7616672736016925,0.7616672736016925,0.36180339887498936,0.36180339887498936,88.088815004,1.0,-0.04,5.959999999999999,4.960000000000001,3.9600000000000004,38.99325323761199,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,3,0,0,0,0,0
73,PHENETOLE,2.51,2.0853,37.61100000000001,5.50210641759854,5.50210641759854,3.1105896635362518,3.1105896635362518,1.7460652314773615,1.7460652314773615,1.0542093991340007,1.0542093991340007,0.6833869393511794,0.6833869393511794,122.07316494,0.25,-0.9800000000000001,6.144688279301746,3.1269217948780974,1.7620129800279678,55.274832577797056,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0
74,PHENOL,1.46,1.3921999999999999,28.106799999999993,3.8339649414480865,3.8339649414480865,2.134290400272939,2.134290400272939,1.3355491589367874,1.3355491589367874,0.756193600181959,0.756193600181959,0.4279941042701234,0.4279941042701234,94.041864812,0.0,-0.9800000000000001,4.18611295681063,1.6461962159398054,0.9290591797144502,42.22563687169298,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
75,PIPERIDINE,0.84,0.7599,26.72069999999999,4.035533905932738,4.035533905932738,2.707106781186547,2.707106781186547,1.810660171779821,1.810660171779821,1.2071067811865472,1.2071067811865472,0.8017766952966366,0.8017766952966366,85.08914935199999,1.0,-0.04,4.127785234899329,2.189674338993739,0.9767560019818928,38.743050515494794,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0
76,N-PROPANOL,0.25,0.3887,17.376800000000003,2.861427157873053,2.861427157873053,1.5233345472033855,1.5233345472033855,0.7236067977499788,0.7236067977499788,0.2236067977499789,0.2236067977499789,0.0,0.0,60.057514876,1.0,-0.04,3.9600000000000004,2.9600000000000004,1.96,26.26336900881878,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
77,ISOPROPANOL,0.05,0.38710000000000006,17.354800000000004,3.0245638646895836,3.0245638646895836,1.412899428126413,1.412899428126413,1.0937480486839481,1.0937480486839481,0.0,0.0,0.0,0.0,60.057514876,1.0,-0.04,3.9600000000000004,1.297837837837838,1128.9599999999998,26.263369008818774,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
78,PROPIONITRILE,0.16,0.91998,15.904000000000002,2.6543203766865053,2.6543203766865053,1.2842669695298001,1.2842669695298001,0.5116672736016927,0.5116672736016927,0.15811388300841894,0.15811388300841894,0.0,0.0,55.042199159999996,0.6666666666666666,-0.51,3.49,2.490000000000001,1.4900000000000018,25.86171493809148,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
79,PYRIDINE,0.65,1.0816,24.236999999999995,3.333964941448087,3.333964941448087,1.8497311128276561,1.8497311128276561,1.024563864689584,1.024563864689584,0.5664874085517706,0.5664874085517706,0.31260202740993526,0.31260202740993526,79.04219916,0.0,-0.8500000000000001,3.3441747572815532,1.5525827127910268,0.5490008483363183,36.651051100443475,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
80,PYRROLE,0.75,1.0147,20.792699999999993,2.809401076758503,2.809401076758503,1.5773502691896262,1.5773502691896262,0.8849001794597507,0.8849001794597507,0.49601129057086185,0.49601129057086185,0.27777777777777796,0.27777777777777796,67.04219916,0.0,-0.7200000000000001,2.5136448598130845,0.9307991964363703,0.29336361254258025,30.640563540511266,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
81,PYRROLIDINE,0.46,0.36979999999999996,22.103699999999996,3.32842712474619,3.32842712474619,2.207106781186547,2.207106781186547,1.4571067811865472,1.4571067811865472,0.9571067811865472,0.9571067811865472,0.6249999999999998,0.6249999999999998,71.073499288,1.0,-0.04,3.1616129032258065,1.4103121748178982,0.6183636836628511,32.37810840109819,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0
82,QUINOLINE,2.03,2.2348,41.743000000000016,5.488665479827339,5.488665479827339,3.2644977579482464,3.2644977579482464,2.196103124870649,2.196103124870649,1.5122252637452036,1.5122252637452036,1.01607017438601,1.01607017438601,129.057849224,0.0,-1.3699999999999997,5.417604502630561,2.102543034625172,0.7598814095761128,59.33271563217868,0,0,0,0,1,1,2,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0
83,SULFOLANE,-0.77,0.19500000000000006,27.88779999999999,4.053171996137779,4.8696685770655055,2.410683602522959,4.232050807568877,1.858925119417351,4.162561795878957,1.160683602522959,2.9820508075688767,0.7460126234753446,2.238037870426033,120.024500496,1.0,-0.050000000000000044,5.09388489208633,1.4725878134390549,1.1589510314909026,43.453644599276736,0,1,1,0,0,0,0,0,0,2,0,3,1,2,0,1,0,0,1,1,0,0
84,"1,1,2,2-TETRACHLOROETHANE",2.39,2.5938,30.988,2.6665584304161607,5.690274214489978,1.206204894277303,2.9519480161652423,0.6689098504474342,2.99647286995309,0.19047619047619047,1.7142857142857146,0.0,0.0,165.891060784,1.0,1.16,7.16,3.199293405324428,3.3537984496124036,56.31725804975285,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
85,Tetrachloroethylene,3.4,3.0682,30.438000000000002,2.511857892036909,5.535573676110727,1.0059289460184544,2.5177868380553634,0.5208216158663701,2.4196077047419675,0.14285714285714282,1.2857142857142858,0.0,0.0,163.87541072,0.0,0.8999999999999999,6.900000000000001,2.975404326822096,3.104081632653062,55.6276550175686,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
86,Tetrahydrofuran,0.46,0.7968,20.052999999999997,3.236675415210053,3.236675415210053,2.0773502691896253,2.0773502691896253,1.319479216882342,1.319479216882342,0.8273502691896256,0.8273502691896256,0.5103103630798287,0.5103103630798287,72.057514876,1.0,-0.04,3.1616129032258065,1.4103121748178982,0.6183636836628511,31.941791446997026,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0
87,TETRAHYDROPYRAN,0.95,1.1869,24.66999999999999,3.9437821963966004,3.9437821963966004,2.5773502691896253,2.5773502691896253,1.6730326074756157,1.6730326074756157,1.0773502691896255,1.0773502691896255,0.6870870583764656,0.6870870583764656,86.07316494,1.0,-0.04,4.127785234899329,2.189674338993739,0.9767560019818928,38.30673356139363,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0
88,TETRAMETHYLUREA,0.19,0.22960000000000003,32.76999999999998,5.802675481463779,5.802675481463779,2.4401921227317214,2.4401921227317214,2.071428567834887,2.071428567834887,0.7651483716701107,0.7651483716701107,0.39999999999999997,0.39999999999999997,116.094963004,0.8,-0.73,7.27,2.5461134562213323,1.8180153406908606,49.88020892586648,0,0,0,2,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0
89,THIOPHENE,1.81,1.7481,24.318999999999996,2.717649367222366,3.534145948150092,1.4714045207910322,2.4142135623730954,0.7931484699236139,1.6096450508513398,0.42538079163846576,1.0539201526931747,0.22680460581325737,0.680413817439772,84.003371128,0.0,-0.30000000000000004,2.9127659574468083,1.2210502489814397,0.48406518786781355,35.07176638990846,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
90,TOLUENE,2.73,1.99502,31.17899999999999,4.386751345948129,4.386751345948129,2.4106836025229597,2.4106836025229597,1.654700538379252,1.654700538379252,0.9404557350153064,0.9404557350153064,0.5343778974176118,0.5343778974176118,92.062600256,0.14285714285714285,-0.78,4.380771704180065,1.7832860398554335,1.0382641324115067,43.79634523389357,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,"1,3,5-TRICHLOROBENZENE",4.19,3.6468000000000007,41.47200000000001,4.365944226596559,6.633731064651923,2.2989975170827184,3.4328909361104003,1.5876663726001972,2.8969737140161507,0.8273268353539889,1.4819805060619657,0.5201787612151944,1.3930148935298152,179.930033136,0.0,0.08999999999999991,7.200011001100109,2.7822002817304186,2.0527237406793954,68.34120180014197,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
92,Trichloroethylene,2.61,2.5017000000000005,25.642,2.2112436882173077,4.479030526272671,0.8848574978400325,2.077222224330472,0.39875540678256,1.6248376489191085,0.08247860988423225,0.7423074889580903,0.0,0.0,129.914383072,0.0,0.6099999999999999,5.609999999999999,2.826919739696312,4.6099999999999985,45.324388790686925,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
93,2-XYLENE,3.12,2.30344,35.916,5.309401076758503,5.309401076758503,2.827350269189626,2.827350269189626,2.084258916577523,2.084258916577523,1.425569668769133,1.425569668769133,0.6626779572375285,0.6626779572375285,106.07825032,0.25,-0.78,5.358504155124653,1.9937447122872558,0.8900073912094391,50.16128734829018,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,3-XYLENE,3.2,2.30344,35.916,5.309401076758503,5.309401076758503,2.821367205045919,2.821367205045919,2.1581548620732005,2.1581548620732005,1.1735753140545637,1.1735753140545637,0.807015524534935,0.807015524534935,106.07825032,0.25,-0.78,5.358504155124653,1.9937447122872558,1.0935372033822537,50.16128734829017,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,4-XYLENE,3.15,2.30344,35.916,5.309401076758504,5.309401076758504,2.821367205045919,2.821367205045919,2.154700538379252,2.154700538379252,1.2182335127930843,1.2182335127930843,0.63689453417432,0.63689453417432,106.07825032,0.25,-0.78,5.358504155124653,1.9937447122872558,1.0935372033822537,50.16128734829017,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,TRICHLOROFLUOROMETHANE,2.53,2.2836,21.398,2.011857892036909,4.279644730092272,0.7559289460184544,1.889822365046136,0.42857142857142844,2.571428571428571,0.0,0.0,0.0,0.0,135.90496126,1.0,0.8,5.800000000000001,1.498961937716263,58.79999999999998,43.8145851114008,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
97,DICHLORODIFLUOROMETHANE,2.16,2.0143,16.653,2.011857892036909,3.5237157840738176,0.7559289460184544,1.5118578920369088,0.42857142857142844,1.5714285714285716,0.0,0.0,0.0,0.0,119.9345118,1.0,0.43999999999999995,5.439999999999999,1.2668585316924499,136.53917355371897,37.676854287445366,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
98,CHLOROTRIFLUOROMETHANE,1.65,1.7449999999999999,11.908,2.011857892036909,2.767786838055363,0.7559289460184544,1.1338934190276815,0.42857142857142844,0.8571428571428571,0.0,0.0,0.0,0.0,103.96406234,1.0,0.07999999999999996,5.080000000000001,1.047018698060942,2758.0800000000027,31.539123463489926,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
99,BROMOTRIFLUOROMETHANE,1.86,1.9011,14.982,2.011857892036909,3.597854431151613,0.7559289460184544,1.5489272155758065,0.42857142857142844,1.3277469477228496,0.0,0.0,0.0,0.0,147.91354676,1.0,0.26999999999999996,5.27,1.1614173210320275,301.82281207133053,35.10340484224961,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
100,DICHLOROFLUOROMETHANE,1.55,1.7171,16.602,1.7112436882173077,3.223101580254216,0.6546536707079772,1.5275252316519468,0.24743582965269675,1.237179148263484,0.0,0.0,0.0,0.0,101.943933612,1.0,0.51,4.51,1.7949002849002846,22.003271818531328,33.511318884519135,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
101,CHLORODIFLUOROMETHANE,1.08,1.4478,11.857000000000001,1.7112436882173077,2.4671726342357623,0.6546536707079772,1.091089451179962,0.24743582965269675,0.5773502691896257,0.0,0.0,0.0,0.0,85.973484152,1.0,0.14999999999999997,4.150000000000002,1.4674603174603182,126.37222222222238,27.37358806056369,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
102,"1,1,2,2-TETRACHLORO-1,2-DIFLUOROETHANE",3.41,3.1882,31.090000000000003,3.2677868380553634,6.2915026221291805,1.3838934190276817,2.8957513110645907,0.9955181380852693,3.4657327983894386,0.32142857142857134,1.75,0.0,0.0,201.87221716,1.0,1.02,9.019999999999998,2.331452780904245,2.533930223385564,64.64832885560531,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0
103,"1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE",3.16,2.9189,26.345,3.2677868380553634,5.535573676110727,1.3838934190276817,2.5177868380553634,0.9955181380852693,2.7053219904562527,0.32142857142857134,1.25,0.0,0.0,185.9017677,1.0,0.6599999999999999,8.66,2.1198728689831765,2.2864033023417307,58.51059803164988,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0
104,"1,2-DICHLORO-1,1,2,2-TETRAFLUOROETHANE",2.82,2.6495999999999995,21.6,3.2677868380553634,4.779644730092272,1.3838934190276817,2.139822365046136,0.9955181380852693,1.9449111825230676,0.32142857142857134,0.8928571428571428,0.0,0.0,169.93131824,1.0,0.29999999999999993,8.300000000000002,1.91511005353956,2.0460978147762754,52.37286720769444,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0
105,CHLOROPENTAFLUOROETHANE,2.47,2.3803,16.855,3.2677868380553634,4.023715784073818,1.3838934190276817,1.7618578920369088,0.9955181380852693,1.4702146603041686,0.32142857142857134,0.5357142857142856,0.0,0.0,153.96086878,1.0,-0.06000000000000005,7.939999999999999,1.7176066260953005,1.8136993829106793,46.235136383739004,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
106,METHYL ISOBUTYL KETONE,1.31,1.6215,30.13599999999998,5.192705340840036,5.192705340840036,2.62062636466832,2.62062636466832,2.299986098471895,2.299986098471895,0.695705769029128,0.695705769029128,0.5749149571305296,0.5749149571305296,100.088815004,0.8333333333333334,-0.33,6.670000000000001,2.779490232395047,5.669999999999999,44.72548369985635,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0
107,"1,2-DICHLOROETHYLENE",1.86,1.9352,20.845999999999997,1.910629484397706,3.4224873764346153,0.7697691138053182,1.6426406747492877,0.25197631533948484,0.7559289460184546,0.047619047619047616,0.42857142857142866,0.0,0.0,95.953355424,0.0,0.31999999999999995,4.320000000000001,3.320000000000001,2.320000000000002,35.02112256380526,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
108,N-BUTYL ACETATE,1.78,1.3496000000000001,31.540999999999983,5.437816924487368,5.437816924487368,2.9040302062452232,2.9040302062452232,1.693596726919808,1.693596726919808,0.8032161629029313,0.8032161629029313,0.36023509022874206,0.36023509022874206,116.083729624,0.8333333333333334,-0.53,7.470000000000001,4.624559505409582,5.469999999999999,49.83902892936324,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,0,0,0,0
109,"1,3-BUTANEDIOL",-0.29,-0.25039999999999996,23.383599999999994,3.8859910225626364,3.8859910225626364,2.060025215417488,2.060025215417488,1.3613032983908713,1.3613032983908713,0.546874024341974,0.546874024341974,0.18683447179254312,0.18683447179254312,90.06807956,1.0,-0.08,5.92,3.1232520325203255,3.9200000000000004,37.4225448754114,0,0,0,0,0,0,0,1,0,2,2,2,0,2,2,0,2,0,0,0,0,1
110,METHYL CELLOSOLVE ACETATE,0.1,0.19590000000000019,28.508999999999986,5.138958433764684,5.138958433764684,2.3938468501173515,2.3938468501173515,1.3328426161532787,1.3328426161532787,0.5927826835775161,0.5927826835775161,0.2687287392826324,0.2687287392826324,118.06299418,0.8,-0.5700000000000001,7.43,4.58552099533437,5.43,48.58763204447351,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0
111,"1,1,1-TRICHLOROETHANE",2.49,2.376500000000001,25.963999999999995,2.633893419027682,4.9016802570830444,1.066946709513841,2.2008401285415222,0.7812324237995549,3.629411557112951,0.0,0.0,0.0,0.0,131.930033136,1.0,0.8699999999999999,5.87,1.5453875784214643,52.99736160655306,46.013991822871176,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
112,2-PENTANONE,0.91,1.3755,25.588999999999988,4.322461852836958,4.322461852836958,2.2647843170117525,2.2647843170117525,1.4520151031226116,1.4520151031226116,0.6020620726159657,0.6020620726159657,0.35206207261596567,0.35206207261596567,86.07316494,0.8,-0.33,5.670000000000001,2.884132762312634,3.67,38.36054158545974,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0
113,ISOPROPYL ACETATE,1.02,0.9579,26.901999999999987,4.893846850117352,4.893846850117352,2.2986510892386307,2.2986510892386307,1.658187543975612,1.658187543975612,0.40166591302574267,0.40166591302574267,0.33192730526045355,0.33192730526045355,102.06807956,0.8,-0.53,6.47,2.610921480426842,5.47,43.474086814966626,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
114,N-PROPYL ACETATE,1.24,0.9595,26.923999999999985,4.730710143300821,4.730710143300821,2.4040302062452232,2.4040302062452232,1.340043336326534,1.340043336326534,0.5094493502441826,0.5094493502441826,0.24579081189859814,0.24579081189859814,102.06807956,0.8,-0.53,6.47,3.6528153564899446,5.47,43.474086814966626,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0
115,Ammonia,-2.66,0.16199999999999998,5.0221,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.026549096,0.0,-0.04,0.9600000000000016,-27.040000000000028,-104.0400000000001,7.50422812385033,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0
116,UREA,-2.11,-0.9762000000000002,13.7708,2.0629488288431146,2.0629488288431146,0.7814744144215574,0.7814744144215574,0.40236892706218264,0.40236892706218264,0.0,0.0,0.0,0.0,60.032362748,0.0,-0.73,3.2700000000000005,0.7105286343612336,0.17373428410583605,23.580554521898744,0,0,0,2,0,0,0,0,0,1,2,3,0,3,4,0,0,0,0,0,0,0
117,FORMALDEHYDE,0.35,-0.1849,7.121,1.1153550716504106,1.1153550716504106,0.2886751345948129,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,30.010564684,0.0,-0.33,1.6699999999999997,0.6700000000000002,-5.360303030303031,12.900773127873316,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
118,HYDROGEN CYANIDE,-0.25,0.13978,6.67,1.0245638646895838,1.0245638646895838,0.25819888974716115,0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,27.010899031999998,0.0,-0.51,1.49,0.49000000000000005,-4.47078431372549,13.131830709298267,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
119,ACETYLENE,0.37,0.24939999999999998,9.89,1.1547005383792517,1.1547005383792517,0.3333333333333334,0.3333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,26.015650064,0.0,-0.44,1.5600000000000003,0.5599999999999999,-4.712727272727272,14.103418534085428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,METHANE,1.09,0.6361,6.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.031300127999998,1.0,0.0,0.0,0.0,0.0,8.739251027829551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,ETHYLENE,1.13,0.8022,11.254000000000001,1.414213562373095,1.414213562373095,0.4999999999999999,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,28.031300127999998,0.0,-0.26,1.74,0.74,-6.106153846153846,14.414590110041905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,VINYL CHLORIDE,1.62,1.3687,16.05,1.6624215233854005,2.418350469403855,0.6264661806998554,1.0629019611718402,0.1543033499620919,0.4629100498862757,0.0,0.0,0.0,0.0,61.992327775999996,0.0,0.02999999999999997,3.0300000000000002,2.0299999999999994,2.0299999999999776,24.71785633692358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,ETHYLENE OXIDE,-0.3,0.016600000000000004,10.819,1.822461852836958,1.822461852836958,1.0773502691896257,1.0773502691896257,0.6123724356957945,0.6123724356957945,0.20412414523193148,0.20412414523193148,0.0,0.0,44.026214748,1.0,-0.04,1.297837837837838,0.20616508400292186,0.003402777777777784,19.21190721820381,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0
124,STYRENE,2.95,2.3296,36.53300000000001,4.671208396324302,4.671208396324302,2.607607027581636,2.607607027581636,1.614807747754891,1.614807747754891,1.0352747518073642,1.0352747518073642,0.589121682286802,0.589121682286802,104.062600256,0.0,-1.04,5.10367816091954,2.3141072195146584,0.9688488520408163,49.47168431610592,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
125,Isopropylbenzene,3.66,2.8100000000000014,40.53100000000002,5.964101615137756,5.964101615137756,3.354059275497024,3.354059275497024,2.565384140902212,2.565384140902212,1.4662391580785155,1.4662391580785155,0.8379390982585982,0.8379390982585982,120.093900384,0.3333333333333333,-0.78,6.341654501216546,2.6743372612696805,1.5627607309331124,56.52622946268678,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
